name,ra,dec,sn_type,max_epoch,max_mag,max_mag_flag,max_mag_band,redshift,radial_velocity,mult_sn_flag,unconfirmed_flag,galaxy_name,galaxy_ra_j2000,galaxy_dec_j2000,lii,bii,position_flag,morph_type,t_type,inclination,position_angle,redshift_flag,galaxy_app_mag_flag,galaxy_app_mag,log_diameter,ra_offset,ra_offset_dir,dec_offset,dec_offset_flag,dec_offset_dir,max_epoch_flag,
SN 2013K,17 39 31.54,-85 18 38.1,II P,2013-01-20,17.70,D,,,2419,,,E009-G10,17 39 31,-85 18 37,307.87830,-25.59453,,Sbc:,4.0,41,171,,,12.70,1.32,6.00,E,1.00,,S,D,
SN 2013ch,12 41 43.41,-84 27 52.4,IIb,2013-04-30,16.90,D,,,2303,,,E007-G06,12 42 05,-84 27 53,302.68004,-21.59756,,Sdm,7.8,47,60,,,14.70,1.22,33.90,W,2.30,,N,D,
SN 2006ai,07 29 52.16,-84 02 20.5,II,2006-02-17,16.20,D,,,7426,,,E005-G09,07 29 55,-84 02 18,296.39134,-25.98220,,SBdm,8.0,37,112,,,15.64,1.02,2.50,W,1.80,,S,D,
SN 2012ah,23 25 59.63,-81 54 33.3,Ia,2012-02-21,14.80,D,,,3664,Y,,NGC7637,23 26 29,-81 54 42,306.50332,-34.61774,,Sc,5.1,23,,,,13.07,1.36,58.00,W,8.00,,N,D,
SN 1992ao,23 26 52.91,-81 53 45.0,II,1992-07-28,17.00,D,,,3664,Y,,NGC7637,23 26 29,-81 54 42,306.47475,-34.64233,,Sc,5.1,23,,,,13.07,1.36,53.50,E,56.70,,N,D,
SN 1991aq,01 52 39.61,-81 38 03.4,,1991-08-18,18.00,D,,,,,,A015239-8138,01 52 39,-81 38 03,300.23904,-35.17142,,S,,,,,,,,5.30,W,10.60,,S,D,
SN 2007as,09 27 36.01,-80 10 39.2,Ia,2007-03-13,15.80,D,,,5125,,,E018-G18,09 27 42,-80 10 46,294.78820,-20.71181,,Sbc,3.8,37,,,,,0.99,12.10,W,8.80,,N,D,
SN 2010E,02 02 32.48,-79 40 52.5,II P,2009-12-23,17.00,D,,,4576,,,E013-G28,02 02 33,-79 40 20,299.01076,-36.89972,,Sbc,4.0,80,3,,,15.19,1.28,1.00,E,35.00,,S,:,
SN 2004ch,14 34 06.27,-78 23 09.5,II,2004-05-28,16.00,D,,,2699,,,NGC5612,14 34 02,-78 23 18,308.15161,-16.56820,,Sab:,2.0,59,63,,,13.04,1.27,62.50,E,8.00,,N,D,
SN 2009J,05 55 21.13,-76 55 20.8,Ia pec,2009-01-13,17.60,D,,,4730,Y,,IC2160,05 55 29,-76 55 13,288.31742,-29.53456,,SBc,4.7,67,107,,,13.86,1.31,25.40,W,8.00,,S,D,
SN 2009iw,05 55 25.63,-76 55 15.9,Ia,2009-09-15,15.00,D,,,4730,Y,,IC2160,05 55 29,-76 55 13,288.31527,-29.53051,,SBc,4.7,67,107,,,13.86,1.31,10.00,W,3.00,,S,D,
SN 2001ke,11 34 29.64,-76 01 41.5,,2001-12-04,23.00,D,R,0.3600,,,,A113429-7601,11 34 29,-76 01 41,298.23224,-13.86339,,,,,,,,,,0.87,W,0.11,,N,D,
SN 2013H,09 06 30.70,-75 49 01.5,Ia,2013-01-06,16.50,D,,,4558,,,E036-G19,09 06 36,-75 49 32,290.51326,-18.71596,,SBbc pec,4.0,68,157,,,13.77,1.30,18.00,W,34.00,,N,D,
SN 2009gd,15 48 22.79,-75 40 47.8,Ic,2009-06-09,16.40,D,,,2975,,,NGC5967,15 48 16,-75 40 22,313.29938,-16.50500,,Sc:,4.9,54,90,,,12.73,1.46,25.00,E,25.00,,S,D,
SN 2004M,00 35 59.26,-74 48 02.0,,2004-01-06,19.50,D,,,,,,A003559-7448,00 35 59,-74 48 02,304.29990,-42.28663,,,,,,,,,,10.70,W,3.10,,S,D,
SN 2014cu,21 50 47.07,-73 55 34.0,II P,2014-06-22,18.10,D,,,8492,,,PGC0252921,21 50 49,-73 55 35,317.30513,-37.72723,,Sbc,4.0,69,83,,,14.94,1.04,11.00,W,2.00,,N,D,
SN 1998cx,16 54 55.31,-72 35 24.0,Ia,1998-07-04,17.80,D,,,5891,Y,,NGC6209,16 54 57,-72 35 14,318.86326,-17.78643,,Sbc,3.8,39,10,,,,1.31,10.90,W,12.10,,S,D,
SN 2009fz,16 54 48.37,-72 34 56.0,IIb,2009-06-08,16.50,D,R,,5891,Y,,NGC6209,16 54 57,-72 35 14,318.86468,-17.77487,,Sbc,3.8,39,10,,,,1.31,40.60,W,17.80,,N,D,
SN 2014ca,16 53 20.94,-72 30 52.0,II P,2014-05-10,17.30,D,,,5850,,,A165320-7230,16 53 20,-72 30 52,318.85607,-17.64657,,,,,,,,,,4.00,W,1.00,,S,D,
SN 2013B,09 04 00.80,-72 03 24.8,Ia,2013-01-03,17.20,D,,,11383,,,E060-G26,09 04 01,-72 03 19,287.32606,-16.49308,,S0,-2.0,39,140,,,14.49,1.01,1.00,E,9.00,,S,D,
SN 2002B,05 40 46.06,-71 51 15.1,Ia,2002-01-09,20.50,,R,0.1430,,,,A054046-7151,05 40 46,-71 51 15,282.64159,-31.15982,,,,,,,,,,2.20,W,,,,,
SN 2004ga,05 58 11.50,-71 37 00.3,II,2004-09-11,19.70,D,,0.1100,,,,A055811-7137,05 58 11,-71 37 00,282.21504,-29.82410,,,,,,,,,,238.00,W,3.00,,N,D,
SN 2010gw,20 23 25.31,-71 34 04.9,II P,2010-08-10,16.60,D,,,4173,,,IC4992,20 23 28,-71 33 54,323.20373,-32.85558,,SBc,5.2,84,55,,,14.48,1.35,12.00,W,11.00,,S,D,
SN 2003gh,07 45 17.93,-71 24 37.3,Ia,2003-06-29,15.70,D,,,5284,,,NGC2466,07 45 16,-71 24 37,283.47136,-21.47703,,Sc:,5.3,27,20,,,13.54,1.19,6.00,E,0.50,,S,D,
SN 1998er,05 50 16.87,-71 14 13.5,,1998-11-03,18.60,D,V,,,,,GH09-02,05 50 19,-71 14 18,281.83040,-30.48002,,SBb,,,,,,,,10.50,W,4.80,,N,D,
SN 1992U,20 40 43.00,-70 41 46.0,II,1992-04-09,18.50,D,,,3298,,,E074-G04,20 40 43,-70 41 46,323.79151,-34.42849,G,SBc,5.0,77,70,,,14.85,1.03,18.00,E,9.00,,N,D,
SN 2014bx,19 43 53.25,-70 37 52.0,Ia,2014-07-20,15.80,D,,,3452,,,NGC6808,19 43 54,-70 38 00,324.78715,-29.81082,,Sab pec:,1.5,60,40,,,13.65,1.18,4.00,W,8.00,,N,D,
SN 2004O,04 43 44.82,-70 28 33.8,,2004-01-24,20.00,D,I,,,,,A044344-7028,04 43 44,-70 28 33,282.42102,-35.94736,,,,,,,,,,3.60,W,1.60,,N,D,
SN 2013cz,19 49 32.51,-70 13 20.0,II P,2013-05-07,17.90,D,,,4071,,,IC4892,19 49 32,-70 13 39,325.22878,-30.30612,,Sbc,3.9,78,3,,,15.74,1.23,4.00,E,19.00,,N,D,
SN 2003ma,05 31 01.88,-70 04 15.9,IIn,2003-12-13,20.50,D,,0.2890,,,,A053101-7004,05 31 01,-70 04 15,280.70420,-32.20413,,,,,,,,,,,,0.10,,S,D,
SN 2012dk,00 13 56.30,-70 01 40.7,Ia,2012-06-26,14.40,D,,,4135,,,E050-G06,00 13 59,-70 01 22,307.59041,-46.75963,,SBcd,6.0,37,89,,,14.50,1.24,14.00,W,19.00,,S,D,
SN 1999ga,07 36 16.70,-69 33 21.8,II L,1999-11-19,18.00,D,R,,1399,Y,,NGC2442,07 36 24,-69 31 50,281.32101,-21.52019,,Sbc pec,3.7,27,,,,11.24,1.74,38.00,W,91.00,,S,D,
SN 2015F,07 36 15.76,-69 30 23.0,Ia,2015-03-09,16.80,D,,,1399,Y,,NGC2442,07 36 24,-69 31 50,281.27041,-21.50431,,Sbc pec,3.7,27,,,,11.24,1.74,40.00,W,84.00,,N,D,
SN 1999J,05 35 32.27,-69 29 52.1,Ia pec,1999-01-17,17.00,,V,,10000,,,A053532-6929,05 35 32,-69 29 52,279.96887,-31.90121,,,,,,,,,,,,,,,:,
SN 2004N,05 35 20.37,-69 27 18.3,Ia,2004-01-21,18.00,D,I,,15000,,,A053520-6927,05 35 20,-69 27 18,279.92167,-31.92406,,,,,,:,,,,,,4.40,,N,D,
SN 1987A,05 35 28.01,-69 16 11.6,II pec,1987-05-12,4.75,,B,,320,,,LMC,05 23 35,-69 45 22,279.70360,-31.93706,,SBm,9.0,35,170,,,0.90,3.81,,,,,,,
SN 2013fx,23 03 21.77,-69 11 18.5,Ia,2013-10-21,17.90,D,,,18000,,,A230321-6911,23 03 21,-69 11 18,316.14224,-45.06670,,,,,,:,,,,3.90,W,0.50,,N,D,
SN 2012fu,04 37 19.13,-69 08 25.4,Ia,2012-08-27,17.50,D,,,18142,,,E055-G28,04 37 19,-69 08 34,281.12784,-36.95204,,Sbc,3.6,71,114,,,16.11,0.80,1.10,E,8.20,,N,D,
SN 2015J,07 35 05.18,-69 07 53.1,IIn,2015-04-27,19.30,D,g,,1620,,,A073505-6907,07 35 05,-69 07 53,280.85365,-21.47254,,,,,,,,,,,,,,,D,
SN 1998eh,20 48 57.82,-69 05 05.7,,1998-10-15,18.00,D,B,,11378,,,E074-G09,20 48 56,-69 05 36,325.41832,-35.57832,,,,34,,,,15.11,0.70,5.20,E,25.50,,N,D,
SN 1975V,20 18 13.20,-69 03 38.0,,1975-08-29,19.00,D,,,,,?,A201813-6903,20 18 13,-69 03 38,326.23396,-32.91883,,,,,,,,,,5.70,W,0.10,,N,D,
SN 2006bc,07 21 16.50,-68 59 57.3,II P,2006-03-24,16.00,D,,,1311,,,NGC2397,07 21 21,-69 00 07,280.29421,-22.59957,,SBb:,2.8,61,123,,,12.68,1.39,19.00,W,8.00,,N,D,
SN 1996af,22 28 31.13,-68 58 33.0,?,1996-06-12,19.50,D,R,0.1000,,,,A222831-6858,22 28 31,-68 58 33,319.64027,-43.22183,,,,,,,,,,0.70,W,0.30,,S,D,
SN 2015bj,09 19 52.86,-68 54 41.9,II,2015-11-23,16.60,D,,,3370,,,E061-G08,09 19 55,-68 54 32,285.77431,-13.42871,,Sc,5.0,74,107,,,15.53,1.27,15.00,W,9.00,,S,D,
SN 2004gp,04 53 38.96,-68 47 02.8,II,2004-10-19,21.00,D,,,20100,,,A045338-6847,04 53 38,-68 47 02,280.10120,-35.69115,,,,,,,,,,0.28,E,0.12,,N,D,
SN 2005av,20 44 37.58,-68 45 10.6,IIn,2005-03-24,15.40,D,,,3095,Y,,NGC6943,20 44 33,-68 44 50,325.94721,-35.30150,,Scd:,6.0,60,130,,,12.05,1.60,22.00,E,18.00,,S,D,
SN 1998ew,20 44 32.10,-68 43 37.0,II,1998-11-23,14.00,D,B,,3095,Y,,NGC6943,20 44 33,-68 44 50,325.98064,-35.30080,,Scd:,6.0,60,130,,,12.05,1.60,5.00,W,73.00,,N,D,
SN 2009gu,15 54 50.94,-68 43 00.2,Ia,2009-06-27,16.30,D,,,6231,,,E068-G12,15 54 46,-68 43 01,318.34765,-11.52997,,SBm pec,,52,88,,,13.22,1.05,28.70,E,0.80,,N,D,
SN 2004aa,04 34 02.90,-67 54 11.7,,2004-02-16,20.20,D,I,,,,,A043402-6754,04 34 02,-67 54 11,279.82333,-37.68953,,,,,,,,,,1.00,W,,,,D,
SN 2011do,04 25 47.56,-67 48 40.7,Ia,2011-06-11,14.80,D,,,5514,,,E055-G23,04 25 48,-67 48 53,280.09905,-38.44215,,Sb:,3.0,77,152,,,14.39,1.18,5.00,W,13.00,,N,D,
SN 1935C,03 59 36.00,-67 38 07.0,,1935-09-19,12.50,:,,,1342,,,NGC1511,03 59 36,-67 38 07,281.37324,-40.72753,G,Sa,1.3,78,125,,,11.85,1.56,55.00,E,8.00,,S,:,
SN 2004gb,04 55 22.30,-67 30 44.3,Ia,2004-10-15,20.50,D,,0.2200,,,,A045522-6730,04 55 22,-67 30 44,278.54273,-35.90410,,,,,,,,,,,,,,,D,
SN 2008ag,18 39 52.38,-67 25 59.0,II P,2008-02-03,16.70,D,,,4419,,,IC4729,18 39 58,-67 25 36,327.70070,-23.81861,,Sc,4.5,36,150,,,13.27,1.20,22.00,W,26.00,,S,D,
SN 1976Q,21 20 54.92,-67 13 24.3,,1976-11-14,18.50,D,,,,,?,A212054-6713,21 20 54,-67 13 24,326.26017,-39.01701,,,,,,,,,,0.80,W,5.20,,S,D,
SN 2008cc,21 03 29.62,-67 11 01.1,Ia,2008-04-24,16.00,D,R,,3128,,,E107-G04,21 03 29,-67 10 49,327.11774,-37.46954,,E1:,-4.2,,136,,,12.88,1.21,0.20,W,8.70,,S,D,
SN 1978J,22 26 12.95,-67 10 23.5,,1978-07-30,17.50,D,,,,,,A222612-6710,22 26 12,-67 10 23,321.65476,-44.30787,,S,,,,,,,,8.00,W,4.00,,N,D,
SN 1983F,18 42 24.00,-67 02 00.0,,1983-03-12,18.00,D,,,,,?,A184224-6702,18 42 24,-67 02,328.18819,-23.96307,G,S,,,,,,,,0.00,,0.00,,,D,
SN 2009dq,10 08 49.94,-67 01 57.3,IIb,2009-04-24,15.20,D,,,1251,,,IC2554,10 08 51,-67 01 54,288.01796,-8.99566,,SBbc:,4.0,65,175,,,12.51,1.49,1.60,W,3.10,,S,D,
SN 2014cj,06 36 30.00,-66 43 54.0,Ia,2014-08-13,17.00,D,,,7047,,,E087-G31,06 36 28,-66 44 11,276.86586,-26.21851,,Sc,4.7,80,23,,,15.54,1.17,10.00,E,17.00,,N,D,
SN 1978K,03 17 38.60,-66 33 04.6,II,1978-09,13.00,,B,,461,Y,,NGC1313,03 18 15,-66 29 51,283.47245,-44.65411,,SBcd,6.9,38,,,,9.66,1.96,218.00,W,193.00,,S,,
SN 1962M,03 18 15.00,-66 29 51.0,II P,1962-12-04,11.70,:,B,,461,Y,,NGC1313,03 18 15,-66 29 51,283.35951,-44.64481,G,SBcd,6.9,38,,,,9.66,1.96,0.00,,150.00,,S,,
SN 2006bh,22 40 16.10,-66 29 06.3,Ia,2006-04-02,14.80,D,,,3159,Y,,NGC7329,22 40 23,-66 28 44,320.98058,-45.77638,,SBc,3.0,47,107,,,12.10,1.59,48.00,W,22.00,,S,D,
SN 2009iu,22 40 10.35,-66 28 06.4,Ib,2009-09-01,15.50,D,R,,3159,Y,,NGC7329,22 40 23,-66 28 44,321.00698,-45.78179,,SBc,3.0,47,107,,,12.10,1.59,82.80,W,38.90,,N,D,
SN 2004fv,18 02 46.38,-66 25 54.7,Ia,2004-11-04,14.80,D,,,4282,,,NGC6492,18 02 48,-66 25 47,327.52015,-20.05686,,Sbc,3.9,61,75,,,12.20,1.39,12.00,W,5.00,,S,D,
SN 2009ge,16 56 53.05,-65 57 18.9,II,2009-06-11,16.10,D,,,4910,,,E101-G18,16 57 00,-65 57 11,324.56225,-14.04107,,SBa,1.4,60,77,,,13.53,1.30,40.50,W,8.20,,S,D,
SN 1982N,21 15 12.00,-65 56 00.0,,1982-08-18,17.00,D,,,,,?,A211512-6556,21 15 12,-65 56,328.07404,-39.00363,G,,,,,,,,,16.00,E,18.00,,N,D,
SN 1976P,08 08 01.90,-65 46 04.8,,1976-04-02,20.00,D,,,,,?,A080801-6546,08 08 01,-65 46 04,278.98360,-17.21689,,,,,,,,,,6.00,E,1.00,,N,D,
SN 2001cn,18 46 17.84,-65 45 41.8,Ia,2001-06-11,15.40,,B,,4647,,,IC4758,18 46 17,-65 45 24,329.64097,-24.05366,,Sc,5.2,48,140,,,14.23,1.03,2.60,W,17.90,,S,,
SN 1985T,19 03 28.54,-65 36 12.4,,1985-06-15,18.00,D,,,,,?,A190328-6536,19 03 28,-65 36 12,330.18914,-25.75781,,,,,,,,,,22.00,E,21.00,,N,D,
SN 1991E,06 34 23.43,-65 33 08.6,II,1991-02-07,19.00,D,R,,7200,,,A063423-6533,06 34 23,-65 33 08,275.53065,-26.26176,,,,,,,,,,6.30,E,5.00,,N,D,
SN 2015ak,22 15 19.67,-65 32 53.4,Ia,2015-08-18,16.00,D,,,3142,,,E108-G21,22 15 17,-65 33 02,324.37753,-44.52888,,SBa,0.5,63,78,,,13.48,1.22,18.00,E,6.00,,N,D,
SN 2005cm,21 55 17.72,-65 30 48.3,,2005-06-20,16.90,D,,,3232,,,IC5142,21 55 20,-65 30 35,326.07449,-42.85647,,Scd:,6.7,59,72,,,14.37,1.21,16.00,W,13.00,,S,D,
SN 1996cr,14 13 10.01,-65 20 44.4,IIn:,1996-03-16,19.50,D,,,380,,,E097-G13,14 13 10,-65 20 20,311.32407,-3.81423,,Sb:,3.0,64,40,,,12.10,1.84,,,23.00,,S,D,
SN 2013gi,06 23 47.27,-65 19 48.4,Ia,2013-11-13,17.90,D,,,9124,,,PGC0075726,06 23 47,-65 19 48,275.13058,-27.32731,,Sab,2.1,58,48,,,15.43,0.27,1.00,E,1.00,,N,D,
SN 1998df,21 32 30.57,-65 03 32.8,,1998-07-18,18.50,D,B,,,,,A213230-6503,21 32 30,-65 03 32,328.16621,-40.99821,,S,,,,,,,,1.70,W,6.80,,S,D,
SN 2012gp,06 20 06.24,-64 57 08.5,Ia,2012-10-10,17.40,D,,,15773,,,PGC0075651,06 20 06,-64 57 08,274.66349,-27.67505,,Sbc,4.3,73,84,,,16.38,0.85,8.00,E,1.00,,S,D,
SN 2013ay,18 42 37.86,-64 56 13.5,Ia,2013-03-26,15.10,D,,,4730,,,IC4745,18 42 36,-64 56 35,330.41871,-23.48855,,Sab,1.8,66,1,,,13.85,1.33,12.70,E,21.30,,N,D,
SN 2012hb,09 02 05.46,-64 54 19.7,II,2012-11-04,17.50,D,,,1639,,,E090-G15,09 02 06,-64 54 15,281.51671,-12.07724,,Sb:,3.2,77,144,,,,1.25,1.00,W,4.60,,S,D,
SN 2008fa,19 03 40.52,-64 53 21.1,Ia,2008-08-20,17.60,D,,,4626,,,NGC6722,19 03 40,-64 53 41,330.97489,-25.66098,,Sb,3.0,82,166,,,13.57,1.46,7.00,E,20.00,,N,D,
SN 2011cb,22 47 07.49,-64 49 43.4,IIb,2011-04-29,14.90,D,,,2332,,,IC5249,22 47 06,-64 49 52,321.88412,-47.46671,,SBd,7.0,83,14,,,14.23,1.56,8.00,E,7.00,,N,D,
SN 1992ba,05 41 47.14,-64 18 00.9,II P,1992-09-30,14.00,D,,,1234,,,NGC2082,05 41 51,-64 18 04,273.81078,-31.76089,,SBb,3.1,24,,,,12.72,1.27,25.90,W,3.20,,N,D,
SN 1993M,19 13 01.53,-64 17 28.3,Ia,1993-04-28,18.50,D,,,27000,,,A191301-6417,19 13 01,-64 17 28,331.80267,-26.56150,,,,,,,,,,1.00,W,3.00,,S,D,
SN 2001bd,19 13 10.97,-64 17 07.0,II,2001-04-19,22.60,D,V,,28800,,,A191310-6417,19 13 10,-64 17 07,331.81183,-26.57759,,,,,,,,,,3.10,W,1.80,,S,D,
SN 2011fn,06 48 34.96,-64 15 54.5,?,2011-06-29,17.90,D,,,21000,,,A064830-6415,06 48 30,-64 15 59,274.41984,-24.55524,,,,,,:,,,,,,,,,D,
SN 2008bc,09 38 31.23,-63 58 25.6,Ia,2008-03-13,15.40,D,,,4523,,,A093831-6358,09 38 31,-63 58 25,283.60387,-8.60403,,,,,,,,,,18.70,W,2.50,,S,D,
SN 2009hm,21 35 44.32,-63 54 23.2,Ib,2009-07-17,14.70,D,R,,3112,Y,,NGC7083,21 35 44,-63 54 10,329.34713,-41.81371,,Sbc,4.1,53,5,,,11.88,1.54,2.00,W,13.00,,S,D,
SN 1983Y,21 35 44.00,-63 54 10.0,,1983-04-14,18.00,D,,,3112,Y,?,NGC7083,21 35 44,-63 54 10,329.35190,-41.81478,G,Sbc,4.1,53,5,,,11.88,1.54,57.00,E,10.00,,S,D,
SN 1998cq,00 45 06.11,-63 49 50.4,Ia,1998-06-17,19.30,D,V,0.1500,,,,A004506-6349,00 45 06,-63 49 50,304.10034,-53.28321,,,,,,,,,,0.30,E,1.20,,N,D,
SN 2005at,19 09 53.57,-63 49 22.8,Ic,2005-03-05,14.30,D,,,730,,,NGC6744,19 09 45,-63 51 22,332.26436,-26.15475,,Sbc,4.0,50,15,,,9.14,2.30,46.00,E,117.00,,N,D,
SN 1998du,00 45 11.73,-63 48 21.6,,1998-08-14,20.50,D,V,,22800,,,A004511-6348,00 45 11,-63 48 21,304.08476,-53.30828,,,,,,,,,,1.90,E,0.80,,N,D,
SN 1996bm,00 44 40.85,-63 44 44.6,?,1996-10-04,20.50,D,V,,,,,A004440-6344,00 44 40,-63 44 44,304.18416,-53.36610,,,,,,,,,,0.30,W,0.60,,N,D,
SN 2009bu,22 56 01.40,-63 41 39.6,II P,2009-03-25,16.40,D,,,3443,Y,,NGC7408,22 55 56,-63 41 41,321.93905,-48.95610,,SBcd:,6.0,39,167,,,13.58,1.18,18.00,E,3.00,,N,D,
SN 2007bn,22 55 52.81,-63 41 31.6,,2007-04-18,17.00,D,,,3443,Y,,NGC7408,22 55 56,-63 41 41,321.95953,-48.94740,,SBcd:,6.0,39,167,,,13.58,1.18,27.00,W,9.00,,N,D,
SN 2014cq,09 23 29.55,-63 40 28.3,IIb,2014-06-20,16.80,D,,,3180,,,E091-G11,09 23 27,-63 40 45,282.18215,-9.53374,,Sc,5.0,83,49,,,15.44,1.26,20.00,E,16.00,,N,D,
SN 2006aw,05 04 18.18,-63 34 57.3,Ia,2006-03-15,14.90,D,,,4844,,,E085-G38,05 04 19,-63 34 52,273.55839,-35.93015,,SBb:,2.5,47,90,,,13.49,1.17,7.00,W,2.00,,S,D,
SN 2005br,21 09 13.09,-63 17 05.6,Ib:,2005-03-28,16.50,D,,,3097,,,IC5084,21 09 14,-63 17 25,331.56505,-39.31702,,SBb pec,3.0,52,137,,,12.60,1.20,14.00,W,15.00,,N,D,
SN 2004ac,18 47 43.67,-63 08 54.6,Ia,2004-02-29,16.90,D,,,4501,,,IC4769,18 47 44,-63 09 25,332.45879,-23.59771,,SBb pec,3.4,51,175,,,13.94,1.28,2.00,W,31.00,,N,D,
SN 2009il,06 33 52.66,-63 00 39.8,,2009-08-21,17.70,D,,,,,,A063352-6300,06 33 52,-63 00 39,272.72463,-25.92797,,,,,,,,,,7.80,E,5.00,,S,D,
SN 2009lq,04 14 52.54,-62 50 14.8,II P,2009-11-23,17.90,D,,,,,,A041452-6250,04 14 52,-62 50 14,274.73523,-41.46472,,,,,,,,,,,,,,,D,
SN 1992O,19 23 42.29,-62 49 30.1,Ia,1992-03-14,17.80,D,V,,11100,,,A192343-6250,19 23 43,-62 50 20,333.60061,-27.56072,,,,,,,,,,7.00,W,1.00,,N,D,
SN 1986L,04 17 29.40,-62 47 04.0,II P,1986-10-11,13.30,,V,,1294,Y,,NGC1559,04 17 36,-62 47 01,274.51756,-41.20922,,SBc,5.9,56,64,,,11.01,1.56,44.00,W,4.00,,S,,
SN 1984J,04 17 36.00,-62 47 01.0,II,1984-07-28,13.20,:,V,,1294,Y,,NGC1559,04 17 36,-62 47 01,274.51022,-41.19788,G,SBc,5.9,56,64,,,11.01,1.56,25.00,W,10.00,,S,:,
SN 2009ib,04 17 39.92,-62 46 38.7,II P,2009-08-06,14.70,D,R,,1294,Y,,NGC1559,04 17 36,-62 47 01,274.49886,-41.19330,,SBc,5.9,56,64,,,11.01,1.56,28.50,E,22.30,,N,D,
SN 2005df,04 17 37.85,-62 46 09.5,Ia,2005-08-04,13.80,D,,,1294,Y,,NGC1559,04 17 36,-62 47 01,274.49085,-41.20001,,SBc,5.9,56,64,,,11.01,1.56,15.00,E,40.00,,N,D,
SN 1990af,21 34 58.12,-62 44 07.4,Ia,1990-10-31,17.91,,B,,15180,,,A213458-6244,21 34 58,-62 44 07,330.82268,-42.23489,,SB0,,,,,,,,8.00,W,7.40,,N,,
SN 1992bg,07 41 56.53,-62 31 08.8,Ia,1992-10-19,17.39,,B,,10500,,,A074156-6231,07 41 56,-62 31 08,274.61114,-18.34643,,S,,,,,,,,3.40,W,6.00,,N,,
SN 2011jz,04 46 41.70,-62 28 02.2,II P,2011-11-25,18.30,D,,,7962,,,E085-G01,04 46 44,-62 27 51,272.75344,-38.12446,,Scd,6.0,39,152,,,14.73,1.09,12.00,W,12.00,,S,D,
SN 2012bt,18 08 13.05,-62 23 54.2,Ic,2012-03-07,16.50,D,,,4311,,,IC4674,18 08 13,-62 23 44,331.71821,-19.07380,,Sd:,6.9,65,89,,,14.82,1.17,0.20,E,10.80,,S,D,
SN 2011gw,07 28 17.02,-62 21 18.9,Ib/c,2011-09-15,17.40,D,,,3123,,,IC2200,07 28 18,-62 21 10,273.81369,-19.74448,,Sc pec,2.7,57,58,,,14.05,1.11,3.90,W,8.00,,S,D,
SN 2008cm,07 16 38.75,-62 18 52.9,Ia,2008-05-24,16.40,D,,,3275,,,NGC2369,07 16 38,-62 20 40,273.28412,-21.00135,,SBa,1.0,72,177,,,13.21,1.55,9.00,E,105.00,,N,D,
SN 1992N,19 14 44.00,-62 16 18.0,II,1992-03-10,19.00,D,,,4353,,,IC4831,19 14 44,-62 16 18,334.06713,-26.46420,G,Sab,1.9,90,111,,,12.68,1.54,94.00,E,43.00,,S,D,
SN 2011ka,05 14 28.26,-62 10 19.0,Ia,2011-12-29,16.10,D,,,4953,,,E119-G46,05 14 30,-62 10 14,271.61677,-35.01806,,Sb,3.1,72,57,,,15.05,1.06,10.00,W,5.00,,S,D,
SN 2012ew,02 45 28.36,-62 07 21.0,II P,2012-09-12,18.50,D,,,7705,,,PGC0127935,02 45 30,-62 07 30,282.50855,-50.24178,,Sc,4.8,61,171,,,14.57,1.05,10.00,W,9.00,,N,D,
SN 1971R,18 58 21.00,-62 07 09.0,,1971-10-01,13.00,D,,,4427,,,IC4798,18 58 21,-62 07 09,333.85632,-24.55738,G,S0,-1.8,56,108,,,13.09,1.29,12.00,SE,,,,D,
SN 2005cj,01 54 43.94,-62 06 32.0,,2005-06-12,17.90,D,,,7138,,,E114-G14,01 54 40,-62 06 19,290.55722,-53.47231,,SBc:,4.1,27,128,,,14.30,1.19,26.00,E,14.00,,S,D,
SN 2014cs,21 35 52.97,-62 05 39.0,Ia,2014-06-22,17.10,D,,,16074,,,PGC0349297,21 35 52,-62 05 46,331.55346,-42.59723,,,,78,15,,,16.08,0.93,2.00,E,6.00,,N,D,
SN 2011kb,07 21 14.28,-62 05 30.8,II P,2011-12-16,16.80,D,,,3000,,,A072114-6205,07 21 14,-62 05 30,273.24689,-20.42252,,,,,,:,,,,8.00,E,4.00,,N,D,
SN 1993A,07 39 18.00,-62 03 00.0,II,1993-01-17,18.50,D,,,8400,,,A073918-6203,07 39 18,-62 03,274.02853,-18.44016,G,,,,,,,,,5.50,W,3.50,,S,D,
SN 2011di,18 43 59.06,-61 59 46.3,Ia,2011-05-13,17.50,D,,,4315,,,IC4754,18 44 00,-61 59 25,333.55615,-22.89276,,SBb:,2.6,24,30,,,14.50,1.12,9.00,W,21.00,,S,D,
SN 1997cy,04 32 54.86,-61 42 57.5,IIn,1997-07-16,17.40,D,V,,19260,,,A043254-6142,04 32 54,-61 42 57,272.39553,-39.88126,,,,,,,,,,,,,,,D,
SN 2012fv,19 06 51.58,-61 42 17.6,Ia,2012-06-20,19.60,D,R,,8313,Y,,IC4815,19 06 51,-61 42 05,334.51983,-25.45917,,S0,-2.2,46,167,,,14.38,1.05,6.00,E,12.00,,S,D,
SN 2011fm,19 06 50.17,-61 41 57.7,Ia,2011-08-22,16.40,D,,,8313,Y,,IC4815,19 06 51,-61 42 05,334.52529,-25.45543,,S0,-2.2,46,167,,,14.38,1.05,3.00,W,7.00,,N,D,
